,Kategori,Nama Produk,Deskripsi Produk,SKU Induk,Produk Berbahaya,Kode Integrasi Variasi,Nama Variasi 1,Varian untuk Variasi 1,Foto Produk per Varian,Nama Variasi 2,Varian untuk Variasi 2,Harga,Stok,Kode Variasi,Panduan Ukuran,Foto Sampul,Foto Produk 1,Foto Produk 2,Foto Produk 3,Foto Produk 4,Foto Produk 5,Foto Produk 6,Foto Produk 7,Foto Produk 8,Berat,Panjang,Lebar,Tinggi,Reguler (Cashless),Hemat,Jangka Dikirim Dalam Pre-order,Dikirim Dalam Pre-order,Merek,Negara Asal,Masa Garansi,Jenis Garansi,Perusahaan Penerbit,Negara,Bahasa,Impor/Lokal,Terbit,ISBN,Jenis Edisi,Kota,Jenis Cover,Tahun
37,,Serat Cantigi,"
          “Harus ada orang yang paham, bahwa perjuangan itu lahir dari hati dan keterdesakan. Manakala perjuangan itu dinalai bertentangan, harus ada yang bekerja dengan hati. Tanpa itu kekuasaan hanya berfungsi memerankan satu sisi tugasnya yaitu menindas.”

Novel ini bercerita tentang seorang anak keturuan DI/TII yang melacak sepak terjang ayahnya di masa lalu.        ",,,,,,,,,62399,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide213-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide213-cr-500x500.jpeg,,,,,,,,300,13.0,20.0,3.0,,,,,0,,,,Buku Mojok,,Bahasa Indonesia,,,,,,,
38,,Summer   Musim Panas  ,"
          Buku ini menyajikan perjalanan pemikiran Albert Camus tentang pemandangan, tempat-tempat eksotis, dan orang-orang di wilayah Mesir Kuno. Sebuah tulisa refelektif dengan gaya puisi-prosa yang menyenangkan. Karya ini menjadi pijakan awal sebelum memahami tulisan-tulisan Albert Camus berikutnya.        ",,,,,,,,,39999,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide249-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide249-cr-500x500.jpeg,,,,,,,,200,13.5,20.0,1.36,,,,,0,,,,Ecosystem,,Bahasa Indonesia,,,,,,,
39,,The Death Hammer,"
          Anton dan Jodi dihadapkan pada penderitaan mengerikan yang tak kunjung habis ketika liburan di suatu desa yang terkesan aman dan menenangkan.Siska, gadis bertubuh montok yang memicu serangkaian peristiwa berdarah itu menjadi tolak ukur Sang Psikopat bertopeng kodok demi mewujudkan ambisi meraih maha karya cinta yang agung dan menjanjikan keindahan semesta. Suatu estimasi bagi mereka yang haus akan darah dan aroma khas dari tubuh wanita seksi.        ",,,,,,,,,41599,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide255-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide255-cr-500x500.jpeg,,,,,,,,300,13.0,19.0,1.9000000000000001,,,,,0,,,,Yanita,,Bahasa Indonesia,,,,,,,
40,,Anomali Hati,"
          Alendra berusaha menemukan cara untuk bertatap muka dengan Sheli. Tetapi, ada anomali waktu yang membuat keduanya hanya bisa berkomunikasi melalui pesan teks dan surel. Ada secercah harapan ketika waktu mulai bertemu. Namun, ternyata harapan menjadi kenangan. Waktu terus melaju. Meninggalkan kesempatan mereka untuk bersatu dan menyatukan hati. Dari kisah Alendra dan Sheli, barangkali kita mendapatkan peringatan bahwa jangan sekali-kali menyia-nyiakan waktu agar tak ada perasaan yang tertinggal di dalam hati.        ",,,,,,,,,46399,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide283-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide283-cr-500x500.jpeg,,,,,,,,200,20.0,13.0,1.75,,,,,0,,,,Buku Mojok,,Bahasa Indonesia,,,,,,,
41,,Subliminal Assassin,"
          Issa Respati, salah satu anggota sayap militer Pisau Belati, bagian dari organisasi rahasia bernama Delta Source menemukan banyak kejanggalan saat melihat berita akan banyaknya WNI-Warga Negara Indonesia di Eropa yang tiba-tiba terbunuh secara misterius. Issa sebagai seorang pasukan yang dilatih dengan insting membunuh yang tinggi mulai bersikap waspada.

Issa, seorang mata-mata yang mendapatkan penugasan di Roma, Italia dengan menyamar sebagai mahasiswa S-2. Ia mulai mencari tahu saat seorang pembunuh misterius dengan kode nama Koso mendatanginya. Ia berhasil melumpuhkan sang pembunuh dan menginterogasinya. Dari Koso ia mendapatkan jawaban bahwa kasus pembunuhan misterius yang akhir-akhir ini sering terjadi adalah hasil karyanya.

Issa menemukan petunjuk selanjutnya dari Koso, bahwa ia harus mengejar seorang wanita yang juga bagian dari program pasukan pembunuh – Pisau Belati tersebut dengan kode nama Mawar. Ia menuju Barcelona, lalu menyergap Mawar di Monsteny, sebuah rumah aman di danau Santa Fe, tetapi panahnya malah menancap kepada seorang pria bernama Alex yang tengah berada di samping wanita itu.        ",,,,,,,,,47999,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide329-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide329-cr-500x500.jpeg,,,,,,,,400,13.0,19.0,2.6,,,,,0,,,,Scritto Books,,Bahasa Indonesia,,,,,,,
42,,That Day,"
          Kim taehyung seorang Idol papan atas yang sedang berada di ambang popularitasnya, mau tidak mau harus mengikuti saran agensinya untuk menaikan pamornya kembali dengan mengontrak seseorang agar menjadi pacar palsunya.
Jung hyeri, seorang gadis introvert yang memiliki kehidupan damai, mau tidak mau menerima tawaran dari seorang Idol aneh yang baru ia temui beberapa hari yang lalu secara tidak sengaja, dan mengubah kehidupannya menjadi sebuah drama.
Hari itu merupakan sebuah awal dad plot-twisi bagi hidup mereka. Sejak hari itu, semuanya tak akan pernah sama lagi. Tidak boleh ada kata kembali ataupun menyesali.
Persetan dengan cinta, mereka harus menjalani semua itu demi mengembalikan keadaan seperti sedia kala. Meskipun disisi lain, gadis itu sudah menyimpan sebuah nama dihatinya sejak lama.
Dan akankah hyeri berhasil menyelamatkan pamor taehyung meskipun hati dan hidupnyalah yang menjadi tumbal?        ",,,,,,,,,71199,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide371-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide371-cr-500x500.jpeg,,,,,,,,450,20.0,14.5,1.41,,,,,0,,,,Heksa Media Pressindo,,Bahasa Indonesia,,,,,,,
43,,Phi  Hidup Adalah Perkara Mengatasi Kenangan Demi Kenangan,"
          Novel ini adalah sebuah novel romantik yang diangkat dari kisah nyata penulis yang pernah kuliah di ITB. Membabar cinta dan keyakinan, diramu dengan bahasa filsafat, sains dan spiritualitas.        ",,,,,,,,,55199,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide402-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide402-cr-500x500.jpeg,,,,,,,,400,13.0,19.0,3.68,,,,,0,,,,Shira Media,,Bahasa Indonesia,,,,,,,
44,,Sunyi Di Dada Sumirah,"
          Tiga perempuan dalam tiga masa yang berbeda harus menjalani takdir dan kesunyiannya masing-masing, sementara ketidakadilan terus mengiringi langkah mereka. Sunyi, seorang gadis, tampak berusaha keras menolak asal muasalnya, menolak jati dirinya dengan memasang lensa kontak demi menutup warna kelabu dari hidupnya. Sumirah, seorang perempuan dusun yang setia, terpaksa menandatangani perjanjian yang membuat makna kebertubuhannya sedemikian sumir, menjadi sekadar pemuas dahaga para lelaki... Dan Suntini, seorang janda yang tak pernah mengerti mengapa negara membawanya pergi, hilang, dan terkubur tanpa kata pembebasan, merupakan awal dari kemuraman kisah tiga babak dalam buku ini. Mungkin Anda telah sering menjumpai kisah-kisah dengan tokoh perempuan yang malang, tapi ini bukan sekadar potongan kisah perempuan, ini adalah kisah panjang penelusuran makna kesunyian perempuan dari tiga zaman, melintasi tiga generasi untuk menyingkap gelapnya sejarah manusia.        ",,,,,,,,,62399,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide403-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide403-cr-500x500.jpeg,,,,,,,,350,13.0,20.0,2.96,,,,,0,,,,Buku Mojok,,Bahasa Indonesia,,,,,,,
45,,Breathless,"
          “Breathless” yang diusung penulis adalah genre romance yang diramu dengan beberapa konflik keluarga, pekerjaan, dan konflik batin si karakter utama. Di dalam naskah “Breathless” setting yang digunakan juga bukan hanya tempelan. Ada beberapa tempat real yang ada di kota Toronto-Kanada, sehingga membuat alurnya terasa nyata. Saya sudah melakukan riset cukup lama dalam pemilihan dan pembuatan setting dari naskah yang saya tulis. Jika pada novel sejenis menggunakan karakter tokoh orang Indonesia, pada naskah “Breathless” menggunakan karakter tokoh luar negeri. Hal itu dibuat bukan tanpa alasan. Saya sengaja tidak menggunakan karakter lokal agar bisa bereksplorasi lebih luas dengan cerita, tanpa harus terbatasi dengan budaya lokal maupun budaya timur. Sehingga tidak terkesan novel bercerita lokal namun kebarat-baratan.        ",,,,,,,,,47999,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide439-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide439-cr-500x500.jpeg,,,,,,,,300,13.0,19.0,2.6,,,,,0,,,,Scritto Books,,Bahasa Indonesia,,,,,,,
46,,Jika Waktu Terbangun,"
          Novel Jika Waktu Terbangun adalah novel bergenre romance dengan sasaran baca dewasa muda (young adult). Novel ini menceritakan romansa dua insan, tentang cinta, tentang luka, dan tentang bangkit kembali dari keterpurukan. Novel ini juga mengulas tentang tradisi baik klasik maupun modern yang hidup di tengah-tengah masyarakat, misalnya tentang tradisi kliwonan, dunia batik, kedokteran, dsb. Novel ini juga menyisipkan tentang konflik batin tokoh yang berusaha bangkit dari keputusasaan dan mengajarkan untuk menghargai ketulusan. Novel ini ditulis dengan gaya bahasa populer sehingga mudah dibaca serta dipahami oleh pembaca khususnya katagori young adult.        ",,,,,,,,,47999,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide440-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide440-cr-500x500.jpeg,,,,,,,,300,13.0,19.0,2.48,,,,,0,,,,Scritto Books,,Bahasa Indonesia,,,,,,,
47,,Kenangan Dalam Puisi,"
          Rama menuliskan kisahnya dari awal dia lahir di bumi sampai duduk di bangku SMA. Rama adalah siswa nakal di salah satu sekolah yang ada di Provinsi Lampung. Dia bercerita tentang dirinya, para sahabatnya, Mada, Abdi, Ari, Ridwan dan Aqil. Mereka adalah sahabat Rama yang ada saat sukabmaupun duka. Mereka sekolah di satu sekolah yang sama dengan Rama. Hingga pada suatu hari, Rama mendapatkan berita bahwa ada siswi baru yang cantik masuk ke sekolah mereka. Nabila namanya, perempuan cantik dan hobi membaca buku. Awalnya dia tidak tertarik, tapi setelah bertemu dengannya di koperasi sekolah saat sedang ingin membeli buku cetak matematika, Rama menjadi semakin tertarik dan bahkan ingin memiliki Nabila. Setiap hari Rama selalu mencoba untuk mendekatinya dengan caranya tersendiri. Rama adalah laki – laki yang humoris dan romantis. Penasaran sama ending dan ceritanya?        ",,,,,,,,,45199,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide456-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide456-cr-500x500.jpeg,,,,,,,,300,14.0,20.0,2.22,,,,,0,,,,Efde Media,,Bahasa Indonesia,,,,,,,
48,,You'Ve Got Future Me,"
          Novel ini menceritakan tentang Kim Nan Joon yang dikenal di dunia maya sebagai Rap Monster mencoba menggubah takdirnya dan jalan cintanya dengan membuat gadget super canggih bernama Future Me yang khusus ia ciptakan untuk seorang gadis sederhana bernama Kim Chung Ha. Maslalu Nam Joon memang pahit. Alasan itu membuat dirinya tidak mudah berterang-terangan muncul dalam kehidupan Chung Ha. Melalui Future Me, Nam Joon mendekati Chung Ha dengan cara yang tidak biasa.        ",,,,,,,,,39599,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide475-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide475-cr-500x500.jpeg,,,,,,,,300,14.0,20.5,2.54,,,,,0,,,,Araska Publisher,,Bahasa Indonesia,,,,,,,
49,,Secret Tutor,"
          Oh Sehun, seorang mafia kaya raya dengan kepribadian kejam dan seenaknya. Perawakannya yang sempurna menjadikan Sehun selalu dikagumi oleh banyak perempuan. Sehun yang berjiwa penakluk, sangat ambisius, dan berhasrat untuk selalu mendapatkan semua yang diinginkan, kali ini benar-benar merasa tertantang lantaran secara tak sengaja dirinya bertemu dengan seorang gadis bertubuh mungil yang menyelamatkan hidupnya dari upaya pembunuhan berencana. Gadis itu bernama Park Hyeri, remaja 17 tahun dengan trauma masa lalu yang belum tersembuhkan. Selama 10 tahun, ia hanya mengurung diri di dalam rumah, tanpa bersosialisasi dan memiliki teman. Bahkan ketakutan selalu berhasil menguasai dan mengancam jiwanya ketika bertemu dengan orang asing. Sosok Hyeri selalu mampu menggugah jiwa penakluk Sehun untuk mendapatkannya. Lantas siasat apa yang digunakan Sehun untuk mendapatkan Hyeri? Dapatkah Hyeri menghadapai traumanya saat bertemu dengan Sehun?        ",,,,,,,,,67999,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide526-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide526-cr-500x500.jpeg,,,,,,,,450,13.0,19.0,3.74,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
50,,Menari Bersama Hujan,"
          Alesha hidup bersama ibu tiri dan saudari tirinya. Ia tidak menyukai keduanya karena dianggap telah merusak kebahagiaan Mama dan Papanya. Pada saat yang sama, saudari tirinya jatuh cinta dengan Garvin, pria yang disukai Alesha. Alesha bertambah sakit hati. Di satu sisi, si Diqal, saudara kembar Garvin jatuh cinta pada Alesha. Sesungguhnya Ibu tiri dan saudari tiri Alesha sangat sayang pada Alesha. Ketika Alesha divonis menderita kanker stadium 4, Ibu tiri dan saudari tirinyalah yang selalu merawat dan memberi semangat kepada Alesha.        ",,,,,,,,,38399,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide558-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide558-cr-500x500.jpeg,,,,,,,,250,13.0,19.0,2.24,,,,,0,,,,Araska Publisher,,Bahasa Indonesia,,,,,,,
51,,Cerita Berjuta Rasa,"
          Berisi cerita-cerita inspiratif dan penuh hikmah tentang cinta. Tidak hanya cinta dalam keluarga, tapi juga cinta kepada lawan jenis atau pasangan. Ceritanya sangat dekat dengan kehidupan sehari-hari, dan diharapkan dapat menggerakkan pembacanya untuk menempuh jalan-jalan kebaikan dalam hidup. Dilengkapi dengan kutipan-kutipan menarik yang semakin menambah semarak isi buku.        ",,,,,,,,,42399,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide615-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide615-cr-500x500.jpeg,,,,,,,,300,14.0,20.5,2.02,,,,,0,,,,Checklist,,Bahasa Indonesia,,,,,,,
52,,Thousand Cranes,"
          Novel ini berkisah tentang hasrat, penyesalan, dan kenangan. Seluruh kisahnya terbalut dalam ritual upacara minum teh yang disampaikan secara halus dan lembut oleh Yasunari Kawabata.        ",,,,,,,,,39199,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide617-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide617-cr-500x500.jpeg,,,,,,,,300,13.0,19.0,1.6600000000000001,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
53,,Keledai Yang Mulia Dan Puisi Puisi Lainnya,"
          Buku ini berisi sekumpulan puisi Mario F. Lawi, penyair muda asal NTT, puisi-puisi Mario banyak mengisahkan kisah-kisah biblikal yang berisi cinta kasih dalam artian luas.        ",,,,,,,,,31199,99,,,https://www.solusibuku.com/image/c/data/produk/smm/Slide09-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/smm/Slide09-cr-500x500.jpeg,,,,,,,,400,19.0,13.0,1.08,,,,,0,,,,Shira Media,,Bahasa Indonesia,,,,,,,
54,, Immortal  The Return Of Sherlock Holmes,"
          Buku ini merupakan buku seri ketiga yang mengisahkan tiga belas cerita petualangan Sherlock Holmes yang dinarasikan oleh sahabatnya, Watson.        ",,,,,,,,,79199,99,,,https://www.solusibuku.com/image/c/data/produk/smm/Slide13-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/smm/Slide13-cr-500x500.jpeg,,,,,,,,400,19.0,13.0,5.3,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
55,,My Mute Boyfriend,"
          You can talk with someone for years, everyday, and still, it won’t means as much what you can have when you sit in front of someone, not saying a word, yet you feel that person with your heart.
 You feel like you have known the person for forever..
 Connections are made with the heart, not the tongue. 
 –C. Joy Bell. C-
 Raenissa Park berpacaran dengan Kim Taehyung, kakak kelasnya saat SMA dulu yang dijuluki manusia batu oleh semua orang karena sifatnya yang pendiam, cuek, tidak pernah peduli dengan sekitar dan selalu mempunyai ekspresi datar. 
 Walaupun begitu, mereka dijuluki sebagai pasangan paling romantis, serasi dan manis yang pernah ada karena melihat hubungan keduanya tidak pernah terlibat dalam masalah.
 Tapi, apakah Raenissa merasakan hal yang sama? Tidak. Bagi Raenissa, Kim Taehyung adalah pacar yang cuek sekaligus menyebalkan, selalu cemburuan, tak pernah membalas pesan dengan cepat, dan tak pernah mau berfoto bersama. Boyfriend goals? Never!
 Akankah Raenissa sanggup membuat Taehyung berubah dan mampu bertahan atau malah menyerah pada keadaan? Akankah mereka tetap bersatu di dalam perbedaan? Ataukah harus berpisah dahulu untuk bisa menyadari kalau yang kemarin adalah yang terbaik?        ",,,,,,,,,70399,99,,,https://www.solusibuku.com/image/c/data/produk/smm/Slide38-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/smm/Slide38-cr-500x500.jpeg,,,,,,,,400,20.0,14.0,3.25,,,,,0,,,,Heksa Media Pressindo,,Bahasa Indonesia,,,,,,,
56,,Hold Me Tight,"
          Kesialannya di suatu malam membawa Jung Hyorim masuk ke dalam
 jurang penuh bahaya. Sesungguhnya, ia hanya ingin hidup tenang,
 bekerja tanpa hambatan, dan lulus kuliah dengan nilai sempurna.
 Namun, takdir berkata lain. Hyorim dipertemukan dengan seorang
 pria misterius. Berapa kali pun Hyorim mengatakan pada dirinya
 sendiri bahwa ini semua hanya sebuah kebetulan, tetapi ia tidak
 dapat memungkiri bahwa pria ini sangatlah mirip dengan seseorang
 yang pernah mengisi hidupnya.        ",,,,,,,,,63199,99,,,https://www.solusibuku.com/image/c/data/produk/smm/Slide39-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/smm/Slide39-cr-500x500.jpeg,,,,,,,,400,19.0,13.0,3.52,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
57,, Immortal  The Casebook Of Sherlock Holmes,"
          Buku ini merupakan buku seri kelima yang mengisahkan dua belas cerita petualangan Sherlock Holmes yang dinarasikan oleh sahabatnya, Watson        ",,,,,,,,,63199,99,,,https://www.solusibuku.com/image/c/data/produk/smm/Slide41-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/smm/Slide41-cr-500x500.jpeg,,,,,,,,400,19.0,13.0,3.64,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
58,,Waktu Aku Sama Mika,"
Buku ini berisi pengalaman hidup antara dua tokoh (Indi dan Mika) yang sangat berkesan.
",,,,,,,,,43999,99,,,https://www.solusibuku.com/image/c/data/produk/smm/Slide49-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/smm/Slide49-cr-500x500.jpeg,,,,,,,,400,13.0,19.0,1.6400000000000001,,,,,0,,,,Shira Media,,Bahasa Indonesia,,,,,,,
59,,That Night,"
          Lee Hee Young, seorang fangirl garis keras yang diberkati oleh dewi keberuntungan. Malam itu, ia menyadari bahwa mimpi serta angan-angannya memang dapat menjadi nyata. Tanpa ragu sedikit pun, gadis itu bertekad untuk meraih satu-satunya bintang yang menyinari hidupnya. ∙∙∙ Park Jimin, seorang idola bagi jutaan gadis-gadis di luar sana. Malam itu, ia menemukan gadis yang ternyata dapat mengubah pandangannya tentang cinta, sekaligus mengubur kenangan pahit tentang hal yang dinamakan cinta pertama. ∙∙∙ Ini kisah tentang takdir dan cinta. Tentang indahnya pertemuan, tulusnya pengorbanan, sadisnya pengkhianatan, hingga perihnya perpisahan. Akankah mereka bertahan meski sebuah fakta telah bersembunyi di balik waktu, menghitung mundur hingga saatnya tiba?        ",,,,,,,,,71199,99,,,https://www.solusibuku.com/image/c/data/produk/smm/Slide53-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/smm/Slide53-cr-500x500.jpeg,,,,,,,,400,14.0,0.5,3.93,,,,,0,,,,Heksa Media Pressindo,,Bahasa Indonesia,,,,,,,
